Profile ID,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description,,Processed
516,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,1
517,FALSE,,FALSE,,TRUE,uses data from national open data portal,FALSE,,FALSE,,,0
518,FALSE,,FALSE,,TRUE,fact checking and infographics,FALSE,,FALSE,,,1
519,FALSE,,FALSE,,TRUE,fact checking,FALSE,,FALSE,,,0
520,FALSE,,TRUE,develops infrastructure for creating and operating apps and APIs.,FALSE,,FALSE,,FALSE,,,0
521,FALSE,,FALSE,,TRUE,Use open data to analyze the non-profit sector.,FALSE,,FALSE,,,0
522,FALSE,,TRUE,"Creates products to help banks, businesses and government create opportunity, savings, efficiency and value from all types of data",FALSE,,FALSE,,FALSE,,,1
523,TRUE,Develops tools to promote citizen participation processes and public interest.,FALSE,,FALSE,,FALSE,,FALSE,,,0
524,FALSE,,FALSE,,TRUE,Provides a Location based F2S (Farm 2 Shop) Trading Platform for Agri Produce using open data and crowdsourced data to impact farming decisions.,FALSE,,FALSE,,,0
525,FALSE,,FALSE,"Uses open data to provide information about neiborhood, accomodation, transportation and other  travel related travel information in Taiwan through a mobile app platform for travellers around the world, so that tourists can experience the tailored local tour in Taiwan.",FALSE,,FALSE,,FALSE,,,1
527,FALSE,,FALSE,,TRUE,open data used to verify information received during the credit application process.,FALSE,,FALSE,,,1
528,TRUE,Advocactes for issues related to transparency and access to public information.,FALSE,,FALSE,,FALSE,,FALSE,,,0
529,FALSE,,FALSE,"Uses open data to build up complete information systems in various entertainment industries such as tourism and restaurent industry. So that comapnies in these industries can use the information systems to improve the internal management in terms of employees, operations, client memberships, etc.",FALSE,,FALSE,,FALSE,,,0
530,FALSE,,FALSE,,TRUE,open data used to conduct competitive and market analysis -  produce sector benchmarks and create databases.,FALSE,,FALSE,,,1
531,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,0
532,FALSE,,TRUE,Uses geospatial data to develop geospatial analysis (GIS) software.,FALSE,,FALSE,,FALSE,,,0
533,TRUE,Advocactes for issues related to transparency and access to public information.,FALSE,,FALSE,,FALSE,,FALSE,,,0
534,FALSE,,TRUE,develops products based on open data,TRUE,provides insights based on open data,FALSE,,FALSE,,,0
535,FALSE,,FALSE,,TRUE,Provides insights based on open data (e.g. analytics -  visualizations),FALSE,,FALSE,,,1
536,FALSE,,FALSE,,TRUE,National Agricultural Statistics Service provides useful information for planning farm operations,FALSE,,FALSE,,,1
537,FALSE,,FALSE,,TRUE,using thousands of public data sources in bigml platform for demonstration,FALSE,,FALSE,,,0
538,TRUE,Advocates for issues related to transparency and access to public information.,FALSE,,FALSE,,FALSE,,FALSE,,,1
540,FALSE,,TRUE,Uses consumer protection data to detect fraud and grey charges made mainly by financial institutions.,FALSE,,FALSE,,FALSE,,,0
541,FALSE,,FALSE,,TRUE,Use public data about Vancouverâ€™s shorelines to examine the impact of a rising sea level on development in the city,FALSE,,FALSE,,,0
542,FALSE,,TRUE,Birds Eye Systems make use of transportation data to show accurate and up-to-date information of congestion -  average conditions and smooth flowing traffic conditions on a digital map.,FALSE,,FALSE,,FALSE,,,0
543,FALSE,,FALSE,,TRUE,enrich data on companies with use open sources,FALSE,,FALSE,,,0
544,FALSE,,FALSE,,TRUE,uses environmental and energy open data to increase energy efficiency.,FALSE,,FALSE,,,0
545,FALSE,,FALSE,,TRUE,aggregates real estate data derived from both proprietary and public data sources.,FALSE,,FALSE,,,1
546,FALSE,,TRUE,"GPS, Open Data, and high-quality speech synthesis are among the key technologies that made the successful creation of the app possible.",FALSE,,FALSE,,FALSE,,,0
547,FALSE,,TRUE,Uses open data to provide research insights in various industries.,FALSE,,FALSE,,FALSE,,,1
548,FALSE,,TRUE,simplifies the language used in the public debate,FALSE,,FALSE,,FALSE,,,0
550,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,1
551,FALSE,,TRUE,app Calles histÃ_ricas uses open data,FALSE,,FALSE,,FALSE,,,0
552,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,0
553,TRUE,Advocates for issues related to transparency and access to public information.,FALSE,,FALSE,,FALSE,,FALSE,,,0
554,FALSE,,TRUE,Uses open data about 401(k) plans to help users understand the fees associated with these plans.,FALSE,,FALSE,,FALSE,,,0
555,TRUE,website devoted to making Nigerian budgets intelligible,FALSE,,FALSE,,FALSE,,FALSE,,,0
556,FALSE,,FALSE,,TRUE,The application allows users to report problems concerning goverment operations -  such as failure to issue fiscal receipts -  parking -  damage to roads and the environment.,FALSE,,FALSE,,,1
556,FALSE,,TRUE,Uses open data to conduct analysis of market research and public opinion in Mexico.,FALSE,,FALSE,,FALSE,,,1
557,FALSE,,TRUE,the Buholegal system is built on open data,FALSE,,FALSE,,FALSE,,,1
558,FALSE,,TRUE,All city data is visualized in a simple to use interactive map - Provides  an  easy-to-use  interface  for  citizens  to  access  building  permits -   Planning  Applications -   Business  Licenses -   Capital  Projects -   Engineering  Works  and  Public  Events -   24hrs  a  day.  Thereby  reducing  costly  and  time-â€êconsuming  visits  to agency offices,FALSE,,FALSE,,FALSE,,,0
559,FALSE,,FALSE,,TRUE,Processes open data,FALSE,,FALSE,,,0
560,FALSE,,FALSE,,TRUE,uses open data to analyze international conflicts,FALSE,,FALSE,,,0
561,FALSE,,FALSE,,FALSE,,TRUE,Uses open data to conduct research in the field of agriculture and the environment.,FALSE,,,1
562,FALSE,,TRUE,Uses financial open data to provide information on public companies.,FALSE,,FALSE,,FALSE,,,0
563,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,1
564,FALSE,,TRUE,Uses open data to get insights into the construction market.,FALSE,,FALSE,,FALSE,,,0
565,FALSE,,TRUE,Using patent open data -  Cambia pioneered the development of an open patent-based Commons,FALSE,,FALSE,,FALSE,,,1
566,FALSE,,FALSE,,TRUE,consultants for U.S. DOT -  EPA and NPS,FALSE,,FALSE,,,1
567,FALSE,,TRUE,Uses open data to provide financial and consulting services.,FALSE,,FALSE,,FALSE,,,1
568,FALSE,,FALSE,,TRUE,analysis of labor and veterans data,FALSE,,FALSE,,,0
569,FALSE,,TRUE,Uses open data to provide financial services.,FALSE,,FALSE,,FALSE,,,1
570,TRUE,Is a relevant player in open data by providing services around data.,FALSE,,FALSE,,FALSE,,FALSE,,,1
571,FALSE,,TRUE,apps -  e.g. Range - a mobile app that locates the time and place where free summer meals are served to children who are hungry (especially during summer when no free school meals are available).,FALSE,,FALSE,,FALSE,,,0
572,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,0
573,FALSE,,FALSE,,TRUE,Use open data to be better able to respond on price changes of rice -  corn etc,FALSE,,FALSE,,,1
574,TRUE,works with open data in various projects -  e.g. hackathons,FALSE,,FALSE,,TRUE,,FALSE,,,1
575,FALSE,,FALSE,,TRUE,market analysis for car sharing sector,FALSE,,FALSE,,,0
576,FALSE,,FALSE,,TRUE,CARTaGENE provides access to research with a repository consisting of both biological samples and data on the health and lifestyles of more than 40 - 000 Quebecers aged between 40 and 69 years old.,FALSE,,FALSE,,,1
577,FALSE,,TRUE,platform is based on open data from Census program,FALSE,,FALSE,,FALSE,,,0
578,FALSE,,FALSE,,FALSE,,TRUE,uses open data in various project -  e.g. Transit Future,FALSE,,,1
579,TRUE,"Uses open data to become a resource for federal campaign contributions, lobbying data and analysis",FALSE,,FALSE,,FALSE,,FALSE,,,0
580,TRUE,Citizen Participation implements budgetmonitoring as tool to enable citizenâ€™s access to financial information,FALSE,,FALSE,,FALSE,,FALSE,,,0
581,TRUE,Advocactes for proactive government disclosure of timely useful public information that empowers citizen action and helps individuals and organizations effect positive change in their communities.,FALSE,,FALSE,,FALSE,,FALSE,,,1
582,TRUE,Uses open data to contribute to the improvement of trust between state and society in Pakistan.,FALSE,,FALSE,,FALSE,,FALSE,,,0
583,FALSE,,FALSE,,FALSE,,TRUE,Carries out research around issues related to transparency and access to public information (Indicadores de Institucionalidad y Transparencia).,FALSE,,,2
583,TRUE,"Promotes access to information through investigative reporting, judicial litigation, and by using an online platform to distribute the information.",FALSE,,FALSE,,FALSE,,FALSE,,,2
584,FALSE,,TRUE,"Has developed various government data portal, such as HealthCare.gov.",FALSE,,FALSE,,FALSE,,,0
585,FALSE,,FALSE,,TRUE,Use open data in checking the statements of politicians -  economists -  businessmen -  public figures -  the media and other opinion-forming institutions and analyze consistency with the facts and data to which they relate.,FALSE,,FALSE,,,1
586,FALSE,,FALSE,,FALSE,,TRUE,"Uses open data to carry out research for the improvement of staple foods, tropical forages for livestock, and other work on agrobiodiversity,",FALSE,,,1
587,TRUE,uses electoral data in Oservatorio Electoral Argentino,FALSE,,FALSE,,FALSE,,FALSE,,,0
588,FALSE,,TRUE,Bus Mapper uses open transport data,FALSE,,FALSE,,FALSE,,,1
589,FALSE,,TRUE,API services use NREL data,FALSE,,FALSE,,FALSE,,,0
590,FALSE,,TRUE,Uses open data to connect the solar industry with capital markets and provides residential solar professionals.,FALSE,,FALSE,,FALSE,,,1
591,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,1
592,FALSE,,TRUE,Uses weather open data to better predict meteoreologic conditions to provide insurance services to farmers.,FALSE,,FALSE,,FALSE,,,0
593,TRUE,"Uses open data in various civic projects, such as StarHealth, and GotToVote.",FALSE,,FALSE,,FALSE,,FALSE,,,0
595,TRUE,"Uses open data in various civic projects, such as ""BÃ_rger Baut Stadtm"", and ""Was steckt in meinem Leitungswasser?""",FALSE,,FALSE,,FALSE,,FALSE,,,1
597,TRUE,Uses open data in various civic projects.,FALSE,,FALSE,,FALSE,,FALSE,,,1
598,TRUE,Uses open data in various civic projects.,FALSE,,FALSE,,FALSE,,FALSE,,,0
599,TRUE,"Uses open data in various civic projects, such as ""County Safety"", and ""Find My School Ke"".",FALSE,,FALSE,,FALSE,,FALSE,,,1
600,FALSE,,TRUE,developing a Patent Tracker with National Science Foundation & NoVA Business using USPTO data,FALSE,,FALSE,,FALSE,,,0
602,TRUE,"Uses open data in various civic projects, such as ""Wizualizacja BudÅ_etu ÅÅodzi"", and ""Open Spending"".",FALSE,,FALSE,,FALSE,,FALSE,,,0
603,TRUE,"Uses open data in various civic projects, such as MapIt.code4sa.org, and Wazimap.co.za.",FALSE,,FALSE,,FALSE,,FALSE,,,1
604,TRUE,Uses open data in various civic projects.,FALSE,,FALSE,,FALSE,,FALSE,,,1
605,TRUE,"Uses open data in various civic projects, such as ""Apertura de Datos"", and ""AplicaciÃ_n cÃ_vica para Hidalgo"".",FALSE,,FALSE,,FALSE,,FALSE,,,0
606,FALSE,,TRUE,created AhorreMÃ¡s app which helps people make decisions when theyâ€™re shopping in the supermarket.,FALSE,,FALSE,,FALSE,,,1
607,FALSE,,TRUE,"Uses open data, such as energy engineering, financial incentives and technology, to help real estate and business owners develop and achieve their energy reduction and sustainability goals. ",FALSE,,FALSE,,FALSE,,,0
608,TRUE,Uses open data in various civic projects.,FALSE,,FALSE,,FALSE,,FALSE,,,1
609,TRUE,"Uses open data to commit to open knowledge, access to information, transparency, protection of privacy, freedom of expression, inclusion and collaborative networking for all the citizens.",FALSE,,FALSE,,FALSE,,FALSE,,,0
610,FALSE,,TRUE,the platform provides a search solution based on USPTO data,FALSE,,FALSE,,FALSE,,,1
611,FALSE,,TRUE,EveryBlock displays data on 311 requests from local governments -  food inspections -  crime reports -  building permits and business licenses in a simple -  easy-to-use format,FALSE,,FALSE,,FALSE,,,0
612,FALSE,,TRUE,A search engine created to allow for better monitoring of public expenditure in Slovenia.,FALSE,,FALSE,,FALSE,,,1
613,FALSE,,FALSE,,TRUE,Helps support local people to reduce their energy usage and fuel bills. Uses information to negotiate retrofit and renewable energy projects with energy companies -  retail outlets and renewable energy installers.,FALSE,,FALSE,,,1
614,FALSE,,TRUE,online tool uses open data to compare the cost of medical procedures,FALSE,,FALSE,,FALSE,,,1
615,FALSE,,FALSE,,TRUE,uses open geographical data for field visualization in urban planning and environmental policy making.,FALSE,,FALSE,,,1
616,TRUE,Platform is based on open parliament data.,FALSE,,FALSE,,FALSE,,FALSE,,,1
617,TRUE,Platform is based on open parliament data.,FALSE,,FALSE,,FALSE,,FALSE,,,0
619,FALSE,,TRUE,Conveyal-developed tools leverage open data created for public journey planning to build a robust -  multi-modal transport model.,FALSE,,FALSE,,FALSE,,,1
621,TRUE,Use open data to expose the power of corporate lobbying in the EU.,FALSE,,FALSE,,FALSE,,FALSE,,,0
622,FALSE,,TRUE,offer technology that helps companies with web-based IP management. optimization,FALSE,,FALSE,,FALSE,,,0
623,FALSE,,FALSE,,FALSE,,TRUE,uses open data for research and open standards advocacy.,FALSE,,,1
624,TRUE,platform Autores uses cultural open data,FALSE,,FALSE,,FALSE,,FALSE,,,0
625,FALSE,,FALSE,,TRUE,applies scalable Big Data and data mining techniques -- using info from the web -  public records -  institutional reports -  etc.,FALSE,,FALSE,,,1
626,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,0
627,FALSE,,TRUE,Uses open data to provide consumers with access to their financial information.,FALSE,,FALSE,,FALSE,,,1
628,FALSE,,FALSE,,TRUE,Precision agriculture,FALSE,,FALSE,,,0
629,TRUE,uses open data in various articles,FALSE,,FALSE,,FALSE,,FALSE,,,1
630,FALSE,,TRUE,Crowdnetic's tools and solutions use open data to offer bankers and investors intelligence on marketplace lending.,FALSE,,FALSE,,FALSE,,,1
631,TRUE,app Cruz Roja Argentina uses open data,FALSE,,FALSE,,FALSE,,FALSE,,,0
633,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,1
634,TRUE,"Uses open data in various civic projects, such as Twende Pamoja, and Policy Programme.",FALSE,,FALSE,,FALSE,,FALSE,,,0
635,TRUE,Uses open data to create technological innovation a positive social change.,FALSE,,FALSE,,FALSE,,FALSE,,,0
636,TRUE,Uses open data in various investigative journalism projects.,FALSE,,FALSE,,FALSE,,FALSE,,,0
637,FALSE,,TRUE,hosts open data from many governmental agencies,FALSE,,FALSE,,FALSE,,,1
638,TRUE,DTC serves as a voice for the publication of standardized -  open government data.,FALSE,,FALSE,,FALSE,,FALSE,,,0
640,TRUE,"Uses open data in various civic projects, such as ""A Tu Servicio"", ""A tu nombre"", and ""Â¿DÃ_nde Reciclo?""",FALSE,,FALSE,,FALSE,,FALSE,,,0
641,FALSE,,TRUE,use current and historic demographic -  socioeconomic -  educational -  environmental -  and other indicators by region -  city and block.,FALSE,,FALSE,,FALSE,,,1
642,TRUE,"Finds, processes, analyzes, visualizes and manages open data to make data accessible to more people.",FALSE,,FALSE,,FALSE,,FALSE,,,0
643,FALSE,,FALSE,,TRUE,data analytics services for boosting marketing -  finance -  operations,FALSE,,FALSE,,,1
644,TRUE,"Uses open data in various civic projects, such as NYC Councilmatic, and Chicago's Million Dollar Blocks.",FALSE,,FALSE,,FALSE,,FALSE,,,1
645,FALSE,,FALSE,,TRUE,Uses public data to improve organizational services / products,FALSE,,FALSE,,,1
647,FALSE,,TRUE,enables the purchase of Federal Motor Carrier Safety Administration certificates,FALSE,,FALSE,,FALSE,,,1
648,FALSE,,FALSE,,TRUE,Analyzes customer behaviour and use it for targeted in store marketing,FALSE,,FALSE,,,0
649,FALSE,,TRUE,Uses open data to provide consumers with access to their financial information.,FALSE,,FALSE,,FALSE,,,0
650,FALSE,,TRUE,Uses parliament data for democratic collaborative decision-making.,FALSE,,FALSE,,FALSE,,,0
651,TRUE,"Uses open data in various civic projects to empower individuals with open, accessible, and complete information.",FALSE,,FALSE,,FALSE,,FALSE,,,0
653,FALSE,,FALSE,"Uses open data to achieve the convenient medical service on mobile phone app, so that patients can get instant consultation from verified doctors and realize seamless treatment experience. ",FALSE,,FALSE,,FALSE,,,0
654,FALSE,,FALSE,,TRUE,DigiCollect -  is a customizable mobile data collection application that uses GIS visualisation for task such as data collection or surveys. Customers can collect data in different formats -  deploy projects to remote teams using cloud services and monitor progress of work in real-time using a centralized cloud service.,FALSE,,FALSE,,,0
655,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,0
656,FALSE,,TRUE,uses open data to provide commercial highâ€‘resolution Earth imagery products and services.,TRUE,By means of analysing before and after satellite data -  damaged buildings and areas can be identified in order to optimize the aid process,FALSE,,FALSE,,,1
657,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,0
658,TRUE,Uses open data as a voice so that veterans can access the full range of benefits available to them.,FALSE,,FALSE,,FALSE,,FALSE,,,0
659,FALSE,,FALSE,,TRUE,Using legislative elections results and other parliament information in applications aimed at increasing citizen participation.,FALSE,,FALSE,,,0
660,FALSE,,TRUE,app that informs users about the health rating of establishments,FALSE,,FALSE,,FALSE,,,1
662,FALSE,,TRUE,uses open data in various projects -  e - g -  Trafiklab,FALSE,,FALSE,,FALSE,,,1
663,FALSE,,TRUE,MyFoodAlerts.com plots all active recalls on a map and provides links to detailed data on these alerts,FALSE,,FALSE,,FALSE,,,0
664,FALSE,,FALSE,,TRUE,They make use of open -  public -  crowd sourced -  sensor and satellite data to provide a variety of mapping and visualization services that are utilised in land information systems -  mapping agencies -  energy and utilities -  telecommunications - . i.e. activities which are field oriented.,FALSE,,FALSE,,,0
665,TRUE,Uses urban open data to promote data-driven innovation in Dublin.,FALSE,,FALSE,,FALSE,,FALSE,,,1
666,FALSE,,FALSE,,TRUE,data used in the development of solutions for improved operations.,FALSE,,FALSE,,,1
667,FALSE,,TRUE,uses open data for financial markets,FALSE,,FALSE,,FALSE,,,1
668,FALSE,,TRUE,using open data from the Department of Tranportation to provide vehicle history information.,FALSE,,FALSE,,FALSE,,,1
669,FALSE,,TRUE,Uses education open data to provide relevant information in the realm of public education in Kenya.,FALSE,,FALSE,,FALSE,,,0
670,FALSE,,FALSE,,FALSE,,TRUE,uses a macro-economic data over the period 1950 to the present -  and other categories of data include the labour force -  tourism -  health -  education.,FALSE,,,1
671,FALSE,,FALSE,,TRUE,Eixos.cat makes heavy use of the Virtual Land Office (www.sedecatastro.gob.es) -  Cartographic Institute of Catalonia (www.icc.cat) -  Institut of Statistics of Catalonia (www.idescat.cat) and Meteorological Service of Catalonia (www.meteo.cat) for market and economic research,FALSE,,FALSE,,,0
672,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,0
673,FALSE,,TRUE,It uses federal and municipal open data for its â€œImprove Your Schoolâ€ù platform -  which promotes citizen participation to improve education in Mexico. The platform was designed to analyze the discrepancy between Mexicoâ€™s public education system. It consistently ranks high according to families and low on a global scale. The platform helps users make more informed decisions about public education and culls information from users about their experience in the education system.,FALSE,,FALSE,,FALSE,,,0
674,FALSE,,TRUE,Uses open data for journalism.,FALSE,,FALSE,,FALSE,,,0
675,TRUE,ELGIN redistributes public sector information under the Open Government Licence and provides application services to industry via its easy to use API,FALSE,,FALSE,,FALSE,,FALSE,,,0
676,FALSE,,FALSE,,TRUE,Services provided use open geographical data and satellite data. in sectors such as - electric and gas -  water/wastewater -  urban and local planning -  forestry -  agriculture -  environmental/flood mapping. These are supported by macro visualizations and virtual mapping of their regions of operation.,FALSE,,FALSE,,,1
677,FALSE,,TRUE,Uses open data for environmental journalism.,FALSE,,FALSE,,FALSE,,,0
678,FALSE,,FALSE,,TRUE,products enable customers to save energy,FALSE,,FALSE,,,0
679,FALSE,,FALSE,,TRUE,analysis helps determine the cost of solar systems,FALSE,,FALSE,,,1
680,FALSE,,TRUE,one stop shop tool for energy policy information.,FALSE,,TRUE,publish briefs that cover regulatory insight,FALSE,,,1
681,FALSE,,TRUE,Provdes a platform for access to public data.,FALSE,,FALSE,,FALSE,,,0
682,FALSE,,TRUE,Uses open data to accelerate innovations for sustainability in low-income markets.,FALSE,,FALSE,,FALSE,,,1
683,FALSE,,FALSE,,TRUE,Eokoe combines technology with open data to create tools for their clients.,FALSE,,FALSE,,,1
684,TRUE,Uses environmental open data to monitor pollution in China.,FALSE,,FALSE,,FALSE,,FALSE,,,0
685,TRUE,"Advocate to develop democracy, open and transparent authorities and civic engagement.",FALSE,"Takes pubic data and uses the power of Internet and new technologies, and present it to citizens free of charge.",FALSE,,FALSE,,FALSE,,,0
686,TRUE,Uses open data to arm women employees with facts of unequal payments in the US with tables and graphs of the average women payoff and payoff distrubition. ,FALSE,"Uses open data to help women employees to seek suitable jobs with career consultation, resume advice and interview tips. Employers can also post career positions on the platform and hire workers based on the open data about employees.",FALSE,,FALSE,,FALSE,,,0
687,FALSE,,TRUE,various applications of open data -  e.g. Cheque.Url;Jogo da Vida dos Processos Legislativos;Mapa da ParticipaÃ§Ã£o CidadÃ£;Alagoas Colaborativo,FALSE,,FALSE,,FALSE,,,0
688,FALSE,,TRUE,Uses open data as part of geospatial solutions for various industries.,FALSE,,FALSE,,FALSE,,,1
888,FALSE,,TRUE,ReittiGPS uses transport data,FALSE,,FALSE,,FALSE,,,0
898,FALSE,,TRUE,Uses open data to provide insights into real estate market.,FALSE,,FALSE,,FALSE,,,1
899,FALSE,,TRUE,app that uses public transportation location.,FALSE,,FALSE,,FALSE,,,0
900,TRUE,use data on public funding for scientific research in Silence of the Labs project,FALSE,,FALSE,,FALSE,,FALSE,,,1
901,FALSE,,TRUE,"Uses open data to provide consultancy services in health economics, outcomes research, market access, statistics and epidemiology.",FALSE,,FALSE,,FALSE,,,0
902,FALSE,,TRUE,creators of Open Data Ground platform,FALSE,,FALSE,,FALSE,,,0
903,TRUE,"Uses open data in various civic projects, such as La Mutuelle de microfinance QuÃ©bec, and QuÃ©bec NumÃ©rique.",FALSE,,FALSE,,FALSE,,FALSE,,,0
904,FALSE,,FALSE,,TRUE,Use open geographical data and satellite data in their provision of geospatial solutions in arease such as forestry -  sustainable development -  agriculture -  oil and gas -  power sectors -  land management and reform -  development planning -  flood zone management -  infrastructure management -  natural resource exploration,FALSE,,FALSE,,,1
905,TRUE,,TRUE,Infographics on public spending in Moldova (www.budgetstories.md/),FALSE,,TRUE,,FALSE,,,1
907,FALSE,,TRUE,Uses financial open data to help firms submit financial disclosure data.,FALSE,,FALSE,,FALSE,,,0
908,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,,1
909,FALSE,,TRUE,Uses census open data to provide mobile advertising solutions.,FALSE,,FALSE,,FALSE,,,0
910,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,0
